family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct
SYN,200,4000,0,0.002,0.1,,200,0.001,15.271758886797006,0.4548301696777344,0.0025992393493652344,1,14.856519631549025,29.99989938735962,
SYN,200,4000,1,0.002,0.1,,200,0.001,15.44483979882467,0.4935119152069092,0.002652406692504883,1,14.792234878587252,29.999860048294067,
SYN,200,4000,2,0.002,0.1,,200,0.001,15.369310024051213,0.541541576385498,0.0026285648345947266,1,14.81132246402652,30.00210976600647,
SYN,200,4000,3,0.002,0.1,,200,0.001,16.28132995889029,0.5440583229064941,0.0026509761810302734,1,15.742515273553321,30.00000238418579,
SYN,200,4000,4,0.002,0.1,,200,0.001,15.16605002191498,0.49628448486328125,0.0026869773864746094,1,14.826824751653874,30.001131057739258,
SYN,200,4000,5,0.002,0.1,,200,0.001,16.234123557414666,0.4937324523925781,0.0026314258575439453,1,15.062162857336391,30.00237774848938,
SYN,200,4000,6,0.002,0.1,,200,0.001,14.767680636084599,0.5632243156433105,0.0026671886444091797,1,14.036732817992407,30.000304698944092,
SYN,200,4000,7,0.002,0.1,,200,0.001,15.919547315631442,0.5129270553588867,0.0027251243591308594,1,15.520315818274035,30.001147031784058,
SYN,200,4000,8,0.002,0.1,,200,0.001,16.168059864387445,0.49390578269958496,0.0026404857635498047,1,15.763909070338542,30.003551244735718,
SYN,200,4000,9,0.002,0.1,,200,0.001,15.258967294341367,0.577228307723999,0.00286865234375,1,14.684292480447203,30.000644207000732,
