family,dataset,n,m,k,seed,controller,hyb_int,mip_obj,gap_pct,hyb_total,polish_time,mip_time,relax_obj,round_obj,polish_obj,relax_time,round_main,round_rr,improve,feasible,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_t_1,anytime_obj_1,anytime_method_1,anytime_t_2,anytime_obj_2,anytime_method_2,anytime_t_3,anytime_obj_3,anytime_method_3,anytime_summary,trial
RAIL582,rail582,582,55515,1,11,both,213.0,211.0,0.9478672985781991,32.48744740000075,0.9691166877746582,31.01772689819336,427.046002956652,551.0,213.0,0.012838363647460938,0.0,0.008307399999466725,0.0033689000010781456,1,0.012838363647460938,nan,relaxation,0.021145763646927662,551.0,randomized_rounding,0.024514663648005808,338.0,local_improvement,0.993631351422664,213.0,polish,randomized_rounding:551@0.021s|local_improvement:338@0.025s|polish:213@0.994s,0
RAIL582,rail582,582,55515,1,12,both,213.0,211.0,0.9478672985781991,40.125031199999285,1.0475289821624756,38.606160163879395,427.046002956652,511.0,213.0,0.013032913208007812,0.0,0.01610669999899983,0.004066900000907481,1,0.013032913208007812,nan,relaxation,0.029139613207007642,511.0,randomized_rounding,0.03320651320791512,331.0,local_improvement,1.0807354953703907,213.0,polish,randomized_rounding:511@0.029s|local_improvement:331@0.033s|polish:213@1.081s,1
RAIL582,rail582,582,55515,1,13,both,213.0,211.0,0.9478672985781991,40.4033916999997,1.1580607891082764,38.715176582336426,427.046002956652,535.0,213.0,0.012019872665405273,0.0,0.009474000000409433,0.003025500000148895,1,0.012019872665405273,nan,relaxation,0.021493872665814706,535.0,randomized_rounding,0.0245193726659636,335.0,local_improvement,1.18258016177424,213.0,polish,randomized_rounding:535@0.021s|local_improvement:335@0.025s|polish:213@1.183s,2
RAIL582,rail582,582,55515,1,14,both,235.0,211.0,11.374407582938389,33.04205870000078,0.9451029300689697,31.62793207168579,427.046002956652,513.0,235.0,0.017037153244018555,0.0,0.012225100001160172,0.0036966000006941613,1,0.017037153244018555,nan,relaxation,0.029262253245178727,513.0,randomized_rounding,0.03295885324587289,321.0,local_improvement,0.9780617833148426,235.0,polish,randomized_rounding:513@0.029s|local_improvement:321@0.033s|polish:235@0.978s,3
RAIL582,rail582,582,55515,1,15,both,214.0,211.0,1.4218009478672986,31.926150999999663,1.0497279167175293,30.385083436965942,427.046002956652,490.0,214.0,0.014556646347045898,0.0,0.010763099999167025,0.0033552000004419824,1,0.014556646347045898,nan,relaxation,0.025319746346212924,490.0,randomized_rounding,0.028674946346654906,342.0,local_improvement,1.0784028630641842,214.0,polish,randomized_rounding:490@0.025s|local_improvement:342@0.029s|polish:214@1.078s,4
RAIL582,rail582,582,55515,1,16,both,213.0,211.0,0.9478672985781991,35.16420509999989,0.9998159408569336,33.73964881896973,427.046002956652,498.0,213.0,0.01389312744140625,0.0,0.009537899999486399,0.0034239999986311886,1,0.01389312744140625,nan,relaxation,0.02343102744089265,498.0,randomized_rounding,0.026855027439523838,330.0,local_improvement,1.0266709682964574,213.0,polish,randomized_rounding:498@0.023s|local_improvement:330@0.027s|polish:213@1.027s,5
RAIL582,rail582,582,55515,1,17,both,213.0,211.0,0.9478672985781991,33.0362094000011,1.0505101680755615,31.559627056121826,427.046002956652,482.0,213.0,0.011893749237060547,0.0,0.009569600000759237,0.003333599999677972,1,0.011893749237060547,nan,relaxation,0.021463349237819784,482.0,randomized_rounding,0.024796949237497756,322.0,local_improvement,1.0753071173130593,213.0,polish,randomized_rounding:482@0.021s|local_improvement:322@0.025s|polish:213@1.075s,6
RAIL582,rail582,582,55515,1,18,both,213.0,211.0,0.9478672985781991,177.2423273000004,0.9652602672576904,54.85248136520386,427.046002956652,363.0,213.0,0.05115795135498047,120.87058680000155,0.036378199998580385,0.0019183000003977213,1,0.05115795135498047,nan,relaxation,120.95812295135511,363.0,main_rounding,120.9600412513555,332.0,local_improvement,121.9253015186132,213.0,polish,main_rounding:363@120.958s|local_improvement:332@120.960s|polish:213@121.925s,7
RAIL582,rail582,582,55515,1,19,both,213.0,211.0,0.9478672985781991,29.160604200000307,1.0275475978851318,27.747882843017578,427.046002956652,511.0,213.0,0.012613058090209961,0.0,0.007400799999231822,0.0030617000011261553,1,0.012613058090209961,nan,relaxation,0.020013858089441783,511.0,randomized_rounding,0.023075558090567938,339.0,local_improvement,1.0506231559756998,213.0,polish,randomized_rounding:511@0.020s|local_improvement:339@0.023s|polish:213@1.051s,8
RAIL582,rail582,582,55515,1,20,both,213.0,211.0,0.9478672985781991,31.705238700000336,0.9747655391693115,30.270288705825806,427.046002956652,517.0,213.0,0.012685060501098633,0.0,0.010276500001054956,0.006555500000104075,1,0.012685060501098633,nan,relaxation,0.02296156050215359,517.0,randomized_rounding,0.029517060502257664,333.0,local_improvement,1.0042825996715692,213.0,polish,randomized_rounding:517@0.023s|local_improvement:333@0.030s|polish:213@1.004s,9
