family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct
SYN,200,4000,0,0.002,0.1,,200,0.001,15.271758886797006,0.6334877014160156,0.004006862640380859,1,14.689547178740339,31.52455735206604,14.949957732667555
SYN,200,4000,1,0.002,0.1,,200,0.001,15.44483979882467,0.7096908092498779,0.00614619255065918,1,14.542825415982126,30.0890474319458,13.08357074191858
SYN,200,4000,2,0.002,0.1,,200,0.001,15.369310024051213,1.1140666007995605,0.013464927673339844,1,15.041784161518025,30.068691730499268,16.03963128451522
SYN,200,4000,3,0.002,0.1,,200,0.001,16.28132995889029,1.8677313327789307,0.01314401626586914,1,15.086642545718714,30.074132919311523,12.061631001498913
SYN,200,4000,4,0.002,0.1,,200,0.001,15.16605002191498,1.4123318195343018,0.012764692306518555,1,14.553369750859495,30.090598106384277,13.563673393765116
SYN,300,6000,0,0.002,0.1,,200,0.001,19.12580588573462,1.3011176586151123,0.00976705551147461,1,20.583297536200135,30.074658155441284,30.299531642873355
SYN,300,6000,1,0.002,0.1,,200,0.001,19.543734027936384,1.4599409103393555,0.008266448974609375,1,20.071973566116167,30.102314472198486,27.645838012502864
SYN,300,6000,2,0.002,0.1,,200,0.001,18.54876207431535,1.4072096347808838,0.010516643524169922,1,19.876983431317438,30.092395067214966,29.166488636723358
SYN,300,6000,3,0.002,0.1,,200,0.001,18.308031486804218,1.2448837757110596,0.008833169937133789,1,19.01561997637171,30.07961106300354,27.064764646901068
SYN,300,6000,4,0.002,0.1,,200,0.001,18.57607605174624,1.1906929016113281,0.009018421173095703,1,18.923623254094455,30.104422092437744,26.172615286083428
