family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.46983838081359863,0.002813100814819336,1,13.69852093467432,30.271090269088745,11.635787441333978,0.46983885765075684,14.476447815482436,hybrid,hybrid:14@0.470s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.1155626773834229,0.008826255798339844,1,20.672313766661976,30.133683443069458,26.49154730110522,1.1155641078948975,19.625533424822834,hybrid,hybrid:20@1.116s
