anytime_method_0,anytime_method_1,anytime_method_10,anytime_method_11,anytime_method_12,anytime_method_13,anytime_method_2,anytime_method_3,anytime_method_4,anytime_method_5,anytime_method_6,anytime_method_7,anytime_method_8,anytime_method_9,anytime_obj_0,anytime_obj_1,anytime_obj_10,anytime_obj_11,anytime_obj_12,anytime_obj_13,anytime_obj_2,anytime_obj_3,anytime_obj_4,anytime_obj_5,anytime_obj_6,anytime_obj_7,anytime_obj_8,anytime_obj_9,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_10,anytime_t_11,anytime_t_12,anytime_t_13,anytime_t_2,anytime_t_3,anytime_t_4,anytime_t_5,anytime_t_6,anytime_t_7,anytime_t_8,anytime_t_9,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,498.0,341.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.021s|mip_gurobi_incumbent:372@0.618s|mip_gurobi_incumbent:364@0.621s|mip_gurobi_incumbent:282@1.145s|mip_gurobi_incumbent:251@1.149s|mip_gurobi_incumbent:229@1.151s|mip_gurobi_incumbent:215@1.154s|mip_gurobi_incumbent:214@1.157s|mip_gurobi_incumbent:213@1.239s|mip_gurobi_incumbent:212@1.537s|randomized_rounding:498@0.065s|local_improvement:341@0.077s,0.021485567092895508,0.6178030967712402,0.03674459457397461,0.06469219457358122,0.07673759455792606,,0.6214456558227539,1.1450049877166748,1.1487219333648682,1.1510381698608398,1.1542744636535645,1.1570990085601807,1.2386603355407715,1.5374252796173096,both,rail582,RAIL582,1,60.84905660377358,341.0,4.279421200044453,0.01204539998434484,1,55515,212.0,1.8390371799468994,582,341.0,0.6104881763458252,427.046002956652,0.03674459457397461,0.0,498.0,0.02794759999960661,31,0
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,481.0,320.0,246.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.041s|mip_gurobi_incumbent:372@0.713s|mip_gurobi_incumbent:364@0.716s|mip_gurobi_incumbent:282@1.078s|mip_gurobi_incumbent:251@1.080s|mip_gurobi_incumbent:229@1.081s|mip_gurobi_incumbent:215@1.083s|mip_gurobi_incumbent:214@1.085s|mip_gurobi_incumbent:213@1.115s|mip_gurobi_incumbent:212@1.280s|randomized_rounding:481@0.033s|local_improvement:320@0.039s|polish:246@0.571s,0.0414128303527832,0.7128410339355469,0.016804218292236328,0.032967518258374184,0.039437318220734596,0.5706291440874338,0.7159073352813721,1.0776307582855225,1.0795509815216064,1.0809528827667236,1.0828619003295898,1.0853304862976074,1.114915370941162,1.2800734043121338,both,rail582,RAIL582,1,16.037735849056602,246.0,3.1903816999983974,0.006469799962360412,1,55515,212.0,1.7054510116577148,582,246.0,0.5311918258666992,427.046002956652,0.016804218292236328,0.0,481.0,0.016163299966137856,32,1
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,499.0,330.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.031s|mip_gurobi_incumbent:372@0.893s|mip_gurobi_incumbent:364@0.896s|mip_gurobi_incumbent:282@1.209s|mip_gurobi_incumbent:251@1.211s|mip_gurobi_incumbent:229@1.212s|mip_gurobi_incumbent:215@1.214s|mip_gurobi_incumbent:214@1.216s|mip_gurobi_incumbent:213@1.247s|mip_gurobi_incumbent:212@1.432s|randomized_rounding:499@0.026s|local_improvement:330@0.030s,0.030790328979492188,0.8932559490203857,0.014149665832519531,0.02577166585251689,0.02988446585368365,,0.896160364151001,1.2089598178863525,1.2105538845062256,1.212036371231079,1.2140979766845703,1.2164702415466309,1.247101068496704,1.432070255279541,both,rail582,RAIL582,1,55.660377358490564,330.0,3.0859687000047415,0.004112800001166761,1,55515,212.0,1.8356142044067383,582,330.0,0.42974853515625,427.046002956652,0.014149665832519531,0.0,499.0,0.011622000019997358,33,2
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,530.0,329.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.021s|mip_gurobi_incumbent:372@0.564s|mip_gurobi_incumbent:364@0.568s|mip_gurobi_incumbent:282@0.870s|mip_gurobi_incumbent:251@0.872s|mip_gurobi_incumbent:229@0.873s|mip_gurobi_incumbent:215@0.875s|mip_gurobi_incumbent:214@0.877s|mip_gurobi_incumbent:213@0.912s|mip_gurobi_incumbent:212@1.101s|randomized_rounding:530@0.021s|local_improvement:329@0.024s,0.02115607261657715,0.5644619464874268,0.013017416000366211,0.02121081599034369,0.024203915963880718,,0.5676794052124023,0.8701870441436768,0.8717730045318604,0.8732519149780273,0.8753328323364258,0.8774862289428711,0.912118673324585,1.1005141735076904,both,rail582,RAIL582,1,55.18867924528302,329.0,2.6302590000559576,0.002993099973537028,1,55515,212.0,1.373084545135498,582,329.0,0.40093207359313965,427.046002956652,0.013017416000366211,0.0,530.0,0.008193399989977479,34,3
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,519.0,336.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.026s|mip_gurobi_incumbent:372@0.600s|mip_gurobi_incumbent:364@0.603s|mip_gurobi_incumbent:282@0.924s|mip_gurobi_incumbent:251@0.925s|mip_gurobi_incumbent:229@0.927s|mip_gurobi_incumbent:215@0.928s|mip_gurobi_incumbent:214@0.930s|mip_gurobi_incumbent:213@0.960s|mip_gurobi_incumbent:212@1.129s|randomized_rounding:519@0.039s|local_improvement:336@0.042s,0.026137590408325195,0.6001079082489014,0.02848362922668457,0.03884342918172479,0.041842429200187325,,0.6029117107391357,0.9238123893737793,0.9252743721008301,0.9265837669372559,0.9284005165100098,0.9302732944488525,0.9596774578094482,1.1294665336608887,both,rail582,RAIL582,1,58.490566037735846,336.0,2.8172335000126623,0.0029990000184625387,1,55515,212.0,1.382709264755249,582,336.0,0.45092248916625977,427.046002956652,0.02848362922668457,0.0,519.0,0.010359799955040216,35,4
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,505.0,335.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.022s|mip_gurobi_incumbent:372@0.676s|mip_gurobi_incumbent:364@0.679s|mip_gurobi_incumbent:282@1.006s|mip_gurobi_incumbent:251@1.008s|mip_gurobi_incumbent:229@1.009s|mip_gurobi_incumbent:215@1.012s|mip_gurobi_incumbent:214@1.016s|mip_gurobi_incumbent:213@1.053s|mip_gurobi_incumbent:212@1.253s|randomized_rounding:505@0.025s|local_improvement:335@0.028s,0.02220606803894043,0.6755304336547852,0.013395547866821289,0.024519647879060358,0.028171147860120982,,0.6790635585784912,1.0059852600097656,1.0075910091400146,1.0090653896331787,1.0117237567901611,1.0157837867736816,1.0525178909301758,1.252964973449707,both,rail582,RAIL582,1,58.0188679245283,335.0,2.715107399970293,0.003651499981060624,1,55515,212.0,1.5438728332519531,582,335.0,0.4067082405090332,427.046002956652,0.013395547866821289,0.0,505.0,0.011124100012239069,36,5
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,526.0,337.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.020s|mip_gurobi_incumbent:372@0.589s|mip_gurobi_incumbent:364@0.592s|mip_gurobi_incumbent:282@0.952s|mip_gurobi_incumbent:251@0.954s|mip_gurobi_incumbent:229@0.955s|mip_gurobi_incumbent:215@0.958s|mip_gurobi_incumbent:214@0.961s|mip_gurobi_incumbent:213@0.999s|mip_gurobi_incumbent:212@1.156s|randomized_rounding:526@0.026s|local_improvement:337@0.030s,0.020385026931762695,0.5888595581054688,0.01570606231689453,0.025563162344042212,0.029510862368624657,,0.5915381908416748,0.9521939754486084,0.9536120891571045,0.9549272060394287,0.9576799869537354,0.9614849090576172,0.9992177486419678,1.1558737754821777,both,rail582,RAIL582,1,58.9622641509434,337.0,2.714174999971874,0.003947700024582446,1,55515,212.0,1.3780341148376465,582,337.0,0.43964600563049316,427.046002956652,0.01570606231689453,0.0,526.0,0.00985710002714768,37,6
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,509.0,344.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.029s|mip_gurobi_incumbent:372@0.552s|mip_gurobi_incumbent:364@0.555s|mip_gurobi_incumbent:282@0.854s|mip_gurobi_incumbent:251@0.855s|mip_gurobi_incumbent:229@0.857s|mip_gurobi_incumbent:215@0.859s|mip_gurobi_incumbent:214@0.861s|mip_gurobi_incumbent:213@0.896s|mip_gurobi_incumbent:212@1.084s|randomized_rounding:509@0.024s|local_improvement:344@0.027s,0.029299259185791016,0.5521352291107178,0.012884378433227539,0.023835178464651108,0.02695207844953984,,0.5551967620849609,0.8537507057189941,0.8553929328918457,0.8568840026855469,0.859013557434082,0.8612072467803955,0.8957445621490479,1.0842804908752441,both,rail582,RAIL582,1,62.264150943396224,344.0,2.5578685999498703,0.0031168999848887324,1,55515,212.0,1.3331735134124756,582,344.0,0.4202415943145752,427.046002956652,0.012884378433227539,0.0,509.0,0.010950800031423569,38,7
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,494.0,342.0,239.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.019s|mip_gurobi_incumbent:372@0.581s|mip_gurobi_incumbent:364@0.584s|mip_gurobi_incumbent:282@0.888s|mip_gurobi_incumbent:251@0.889s|mip_gurobi_incumbent:229@0.891s|mip_gurobi_incumbent:215@0.893s|mip_gurobi_incumbent:214@0.895s|mip_gurobi_incumbent:213@0.932s|mip_gurobi_incumbent:212@1.109s|randomized_rounding:494@0.032s|local_improvement:342@0.035s|polish:239@0.599s,0.018629074096679688,0.5811057090759277,0.019429445266723633,0.03168414527317509,0.0345245452481322,0.5992990584927611,0.5843360424041748,0.8877699375152588,0.8892459869384766,0.8908236026763916,0.8928358554840088,0.8948101997375488,0.9318592548370361,1.1093978881835938,both,rail582,RAIL582,1,12.735849056603774,239.0,2.811065499961842,0.0028403999749571085,1,55515,212.0,1.3396036624908447,582,239.0,0.5647745132446289,427.046002956652,0.019429445266723633,0.0,494.0,0.012254700006451458,39,8
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,main_rounding,local_improvement,,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,363.0,332.0,,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.020s|mip_gurobi_incumbent:372@0.534s|mip_gurobi_incumbent:364@0.538s|mip_gurobi_incumbent:282@0.828s|mip_gurobi_incumbent:251@0.830s|mip_gurobi_incumbent:229@0.831s|mip_gurobi_incumbent:215@0.834s|mip_gurobi_incumbent:214@0.836s|mip_gurobi_incumbent:213@0.865s|mip_gurobi_incumbent:212@1.031s|main_rounding:363@40.688s|local_improvement:332@40.690s,0.0195310115814209,0.533698558807373,0.012882471084594727,40.68772087106481,40.68973427102901,,0.5376102924346924,0.8282907009124756,0.8298273086547852,0.8313064575195312,0.8336312770843506,0.8357505798339844,0.865236759185791,1.0310006141662598,both,rail582,RAIL582,1,56.60377358490566,332.0,43.122984100016765,0.00201339996419847,1,55515,212.0,1.2754881381988525,582,332.0,0.42026185989379883,427.046002956652,0.012882471084594727,40.66210669995053,363.0,0.012731700029689819,40,9
