anytime_method_0,anytime_method_1,anytime_method_2,anytime_obj_0,anytime_obj_1,anytime_obj_2,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_2,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
relaxation,randomized_rounding,local_improvement,nan,526.0,339.0,randomized_rounding:526@0.026s|local_improvement:339@0.030s,0.014583826065063477,0.025848726101685315,0.029559126123785973,both,rail582,RAIL582,1,60.66350710900474,339.0,30.016965400020126,0.0037104000221006572,1,55515,211.0,28.39625358581543,582,339.0,0.4086012840270996,427.046002956652,0.014583826065063477,0.0,526.0,0.011264900036621839,411,0
