family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.43396711349487305,0.002529621124267578,1,13.69852093467432,30.49917435646057,11.635787441333978,0.43396759033203125,14.476447815482436,hybrid,hybrid:14@0.434s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.1602048873901367,0.008965253829956055,1,20.672313766661976,30.15666890144348,26.49154730110522,1.1602058410644531,19.625533424822834,hybrid,hybrid:20@1.160s
