family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.4301137924194336,0.002717733383178711,1,13.69852093467432,30.557867527008057,11.724533235531492,0.4301149845123291,14.476447815482436,hybrid,hybrid:14@0.430s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.204646348953247,0.009279966354370117,1,20.672313766661976,30.1207492351532,26.49154730110522,1.2046475410461426,19.625533424822834,hybrid,hybrid:20@1.205s
