metric,value
n_rows,1
hyb_int_min,237.0
hyb_int_avg,237.0
mip_obj_min,212.0
mip_obj_avg,212.0
gap_pct_avg,11.79245283018868
hyb_total_avg_s,3.645011000044178
polish_time_avg_s,1.2733008861541748
mip_time_avg_s,1.3593738079071045
