family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.4633488655090332,0.002706289291381836,1,13.69852093467432,30.520960092544556,11.635787441333978,0.4633498191833496,14.476447815482436,hybrid,hybrid:14@0.463s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.2971572875976562,0.009251594543457031,1,20.672313766661976,30.148231267929077,26.49154730110522,1.2971584796905518,19.625533424822834,hybrid,hybrid:20@1.297s
