metric,value
n_rows,5
hyb_int_min,213.0
hyb_int_avg,223.4
mip_obj_min,211.0
mip_obj_avg,211.2
gap_pct_avg,5.781543414110704
hyb_total_avg_s,21.040553300001193
polish_time_avg_s,0.980026388168335
mip_time_avg_s,19.555225896835328
