metric,value
n_rows,1
hyb_int_min,239.0
hyb_int_avg,239.0
mip_obj_min,211.0
mip_obj_avg,211.0
gap_pct_avg,13.270142180094787
hyb_total_avg_s,30.3029186000349
polish_time_avg_s,0.571685791015625
mip_time_avg_s,28.928454399108887
