metric,value
n_rows,3
hyb_int_min,250.0
hyb_int_avg,311.0
mip_obj_min,211.0
mip_obj_avg,211.0
gap_pct_avg,47.39336492890995
hyb_total_avg_s,29.964980100029305
polish_time_avg_s,0.44362155596415204
mip_time_avg_s,29.040712038675945
