metric,value
n_rows,1
hyb_int_min,347.0
hyb_int_avg,347.0
mip_obj_min,211.0
mip_obj_avg,211.0
gap_pct_avg,64.45497630331754
hyb_total_avg_s,29.89160540001467
polish_time_avg_s,0.44146108627319336
mip_time_avg_s,28.936988592147827
