family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_t_1,anytime_obj_1,anytime_method_1,anytime_t_2,anytime_obj_2,anytime_method_2,anytime_t_3,anytime_obj_3,anytime_method_3,anytime_t_4,anytime_obj_4,anytime_method_4,anytime_t_5,anytime_obj_5,anytime_method_5,anytime_t_6,anytime_obj_6,anytime_method_6,anytime_t_7,anytime_obj_7,anytime_method_7,anytime_t_8,anytime_obj_8,anytime_method_8,anytime_t_9,anytime_obj_9,anytime_method_9,anytime_t_10,anytime_obj_10,anytime_method_10,anytime_t_11,anytime_obj_11,anytime_method_11,anytime_t_12,anytime_obj_12,anytime_method_12,anytime_t_13,anytime_obj_13,anytime_method_13,anytime_t_14,anytime_obj_14,anytime_method_14,anytime_t_15,anytime_obj_15,anytime_method_15,anytime_t_16,anytime_obj_16,anytime_method_16,anytime_t_17,anytime_obj_17,anytime_method_17,anytime_t_18,anytime_obj_18,anytime_method_18,anytime_t_19,anytime_obj_19,anytime_method_19,anytime_t_20,anytime_obj_20,anytime_method_20,anytime_t_21,anytime_obj_21,anytime_method_21,anytime_t_22,anytime_obj_22,anytime_method_22,anytime_t_23,anytime_obj_23,anytime_method_23,anytime_t_24,anytime_obj_24,anytime_method_24,anytime_t_25,anytime_obj_25,anytime_method_25,anytime_t_26,anytime_obj_26,anytime_method_26,anytime_t_27,anytime_obj_27,anytime_method_27,anytime_t_28,anytime_obj_28,anytime_method_28,anytime_t_29,anytime_obj_29,anytime_method_29,anytime_t_30,anytime_obj_30,anytime_method_30,anytime_t_31,anytime_obj_31,anytime_method_31,anytime_t_32,anytime_obj_32,anytime_method_32,anytime_t_33,anytime_obj_33,anytime_method_33,anytime_t_34,anytime_obj_34,anytime_method_34,anytime_t_35,anytime_obj_35,anytime_method_35,anytime_t_36,anytime_obj_36,anytime_method_36,anytime_t_37,anytime_obj_37,anytime_method_37,anytime_t_38,anytime_obj_38,anytime_method_38,anytime_t_39,anytime_obj_39,anytime_method_39,anytime_t_40,anytime_obj_40,anytime_method_40,anytime_t_41,anytime_obj_41,anytime_method_41,anytime_t_42,anytime_obj_42,anytime_method_42,anytime_t_43,anytime_obj_43,anytime_method_43,anytime_t_44,anytime_obj_44,anytime_method_44,anytime_t_45,anytime_obj_45,anytime_method_45,anytime_t_46,anytime_obj_46,anytime_method_46,anytime_t_47,anytime_obj_47,anytime_method_47,anytime_t_48,anytime_obj_48,anytime_method_48,anytime_t_49,anytime_obj_49,anytime_method_49,anytime_t_50,anytime_obj_50,anytime_method_50,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.4134833812713623,0.0026006698608398438,1,13.69852093467432,30.517741680145264,11.635787441333978,0.4134836196899414,14.476447815482436,hybrid,0.002000093460083008,36.325629273095174,gurobi_gurobi_incumbent,0.02700018882751465,32.0272956589901,gurobi_gurobi_incumbent,0.0280001163482666,31.460794746263627,gurobi_gurobi_incumbent,0.08300018310546875,31.449794191525164,gurobi_gurobi_incumbent,0.09400010108947754,26.82808312137427,gurobi_gurobi_incumbent,0.09400010108947754,20.761489183459403,gurobi_gurobi_incumbent,0.09400010108947754,20.637372576132634,gurobi_gurobi_incumbent,0.09500002861022949,19.901472800130353,gurobi_gurobi_incumbent,0.09500002861022949,18.147490877567964,gurobi_gurobi_incumbent,0.09500002861022949,17.780084923024184,gurobi_gurobi_incumbent,0.09600019454956055,17.649079734382973,gurobi_gurobi_incumbent,0.1940000057220459,17.33968839055434,gurobi_gurobi_incumbent,0.1940000057220459,17.276349720735233,gurobi_gurobi_incumbent,0.2330000400543213,17.21603475513216,gurobi_gurobi_incumbent,0.2390000820159912,17.210046835539025,gurobi_gurobi_incumbent,0.2670001983642578,17.128603790812054,gurobi_gurobi_incumbent,0.2690000534057617,17.048073317202487,gurobi_gurobi_incumbent,0.2720000743865967,16.999964297244865,gurobi_gurobi_incumbent,0.27300000190734863,16.917835645772428,gurobi_gurobi_incumbent,0.27500009536743164,16.901937165372544,gurobi_gurobi_incumbent,0.27500009536743164,16.871631805334935,gurobi_gurobi_incumbent,0.27500009536743164,16.856595754929813,gurobi_gurobi_incumbent,0.2780001163482666,16.725823932396153,gurobi_gurobi_incumbent,0.27900004386901855,16.672039236557307,gurobi_gurobi_incumbent,1.2120001316070557,16.655587123472205,gurobi_gurobi_incumbent,1.3220000267028809,16.625438954143156,gurobi_gurobi_incumbent,1.5170001983642578,16.48346425902816,gurobi_gurobi_incumbent,1.6110000610351562,16.30279347845343,gurobi_gurobi_incumbent,1.6110000610351562,16.02764171095385,gurobi_gurobi_incumbent,1.6119999885559082,15.879510833806217,gurobi_gurobi_incumbent,1.63100004196167,15.867203964923933,gurobi_gurobi_incumbent,1.7070000171661377,15.810941654082733,gurobi_gurobi_incumbent,1.8289999961853027,15.765559638247149,gurobi_gurobi_incumbent,1.8289999961853027,15.761278770615382,gurobi_gurobi_incumbent,2.4570000171661377,15.240518996134014,gurobi_gurobi_incumbent,2.489000082015991,14.96465913546579,gurobi_gurobi_incumbent,3.699000120162964,14.928568039062093,gurobi_gurobi_incumbent,3.699000120162964,14.921645426316818,gurobi_gurobi_incumbent,3.700000047683716,14.84190973026599,gurobi_gurobi_incumbent,3.9040000438690186,14.818765677739691,gurobi_gurobi_incumbent,3.9049999713897705,14.809176436400772,gurobi_gurobi_incumbent,4.578000068664551,14.751936519058937,gurobi_gurobi_incumbent,4.578999996185303,14.55898593536433,gurobi_gurobi_incumbent,11.490000009536743,14.39127435333113,gurobi_gurobi_incumbent,11.61300015449524,14.31962766377687,gurobi_gurobi_incumbent,11.748000144958496,14.173896052510386,gurobi_gurobi_incumbent,12.160000085830688,14.073183452700032,gurobi_gurobi_incumbent,12.796000003814697,13.986414536360467,gurobi_gurobi_incumbent,13.95300006866455,13.736577594863569,gurobi_gurobi_incumbent,13.95300006866455,13.698520934674322,gurobi_gurobi_incumbent,hybrid:14@0.413s|gurobi_gurobi_incumbent:36@0.002s|gurobi_gurobi_incumbent:32@0.027s|gurobi_gurobi_incumbent:31@0.028s|gurobi_gurobi_incumbent:31@0.083s|gurobi_gurobi_incumbent:27@0.094s|gurobi_gurobi_incumbent:21@0.094s|gurobi_gurobi_incumbent:21@0.094s|gurobi_gurobi_incumbent:20@0.095s|gurobi_gurobi_incumbent:18@0.095s|gurobi_gurobi_incumbent:18@0.095s|gurobi_gurobi_incumbent:18@0.096s|gurobi_gurobi_incumbent:17@0.194s|gurobi_gurobi_incumbent:17@0.194s|gurobi_gurobi_incumbent:17@0.233s|gurobi_gurobi_incumbent:17@0.239s|gurobi_gurobi_incumbent:17@0.267s|gurobi_gurobi_incumbent:17@0.269s|gurobi_gurobi_incumbent:17@0.272s|gurobi_gurobi_incumbent:17@0.273s|gurobi_gurobi_incumbent:17@0.275s|gurobi_gurobi_incumbent:17@0.275s|gurobi_gurobi_incumbent:17@0.275s|gurobi_gurobi_incumbent:17@0.278s|gurobi_gurobi_incumbent:17@0.279s|gurobi_gurobi_incumbent:17@1.212s|gurobi_gurobi_incumbent:17@1.322s|gurobi_gurobi_incumbent:16@1.517s|gurobi_gurobi_incumbent:16@1.611s|gurobi_gurobi_incumbent:16@1.611s|gurobi_gurobi_incumbent:16@1.612s|gurobi_gurobi_incumbent:16@1.631s|gurobi_gurobi_incumbent:16@1.707s|gurobi_gurobi_incumbent:16@1.829s|gurobi_gurobi_incumbent:16@1.829s|gurobi_gurobi_incumbent:15@2.457s|gurobi_gurobi_incumbent:15@2.489s|gurobi_gurobi_incumbent:15@3.699s|gurobi_gurobi_incumbent:15@3.699s|gurobi_gurobi_incumbent:15@3.700s|gurobi_gurobi_incumbent:15@3.904s|gurobi_gurobi_incumbent:15@3.905s|gurobi_gurobi_incumbent:15@4.578s|gurobi_gurobi_incumbent:15@4.579s|gurobi_gurobi_incumbent:14@11.490s|gurobi_gurobi_incumbent:14@11.613s|gurobi_gurobi_incumbent:14@11.748s|gurobi_gurobi_incumbent:14@12.160s|gurobi_gurobi_incumbent:14@12.796s|gurobi_gurobi_incumbent:14@13.953s|gurobi_gurobi_incumbent:14@13.953s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.1028437614440918,0.008942842483520508,1,20.672313766661976,30.143989086151123,26.49154730110522,1.1028447151184082,19.625533424822834,hybrid,0.003000020980834961,45.68910383333214,gurobi_gurobi_incumbent,0.312000036239624,45.330207343439604,gurobi_gurobi_incumbent,0.39300012588500977,41.495473998545116,gurobi_gurobi_incumbent,0.39300012588500977,29.24216409415837,gurobi_gurobi_incumbent,0.3940000534057617,29.22907278284478,gurobi_gurobi_incumbent,0.39499998092651367,27.883032594237143,gurobi_gurobi_incumbent,0.39499998092651367,24.424797166354058,gurobi_gurobi_incumbent,0.39499998092651367,23.79840460434826,gurobi_gurobi_incumbent,0.5410001277923584,23.270374761859884,gurobi_gurobi_incumbent,0.5410001277923584,23.0504290232967,gurobi_gurobi_incumbent,0.7660000324249268,22.926596570263783,gurobi_gurobi_incumbent,0.7660000324249268,22.770314642612576,gurobi_gurobi_incumbent,0.8910000324249268,22.71556797654216,gurobi_gurobi_incumbent,0.9000000953674316,22.64377627244689,gurobi_gurobi_incumbent,0.9010000228881836,22.60540875652567,gurobi_gurobi_incumbent,0.9020001888275146,22.30383702982454,gurobi_gurobi_incumbent,0.9049999713897705,22.231099382803137,gurobi_gurobi_incumbent,0.9079999923706055,22.17380823753097,gurobi_gurobi_incumbent,2.2829999923706055,22.149586815276084,gurobi_gurobi_incumbent,2.4230000972747803,22.12965906533493,gurobi_gurobi_incumbent,7.0350000858306885,22.124385358028395,gurobi_gurobi_incumbent,7.03600001335144,22.03328084141947,gurobi_gurobi_incumbent,7.695000171661377,21.8096121766903,gurobi_gurobi_incumbent,7.825999975204468,21.80691524884,gurobi_gurobi_incumbent,8.377000093460083,21.63015879005986,gurobi_gurobi_incumbent,9.106000185012817,21.481634343426357,gurobi_gurobi_incumbent,9.10700011253357,21.32265436658403,gurobi_gurobi_incumbent,12.73200011253357,21.305731672133774,gurobi_gurobi_incumbent,12.956000089645386,21.272872417991827,gurobi_gurobi_incumbent,13.199000120162964,21.015647597398214,gurobi_gurobi_incumbent,13.66700005531311,20.972840324376946,gurobi_gurobi_incumbent,17.3270001411438,20.672313766661976,gurobi_gurobi_incumbent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hybrid:20@1.103s|gurobi_gurobi_incumbent:46@0.003s|gurobi_gurobi_incumbent:45@0.312s|gurobi_gurobi_incumbent:41@0.393s|gurobi_gurobi_incumbent:29@0.393s|gurobi_gurobi_incumbent:29@0.394s|gurobi_gurobi_incumbent:28@0.395s|gurobi_gurobi_incumbent:24@0.395s|gurobi_gurobi_incumbent:24@0.395s|gurobi_gurobi_incumbent:23@0.541s|gurobi_gurobi_incumbent:23@0.541s|gurobi_gurobi_incumbent:23@0.766s|gurobi_gurobi_incumbent:23@0.766s|gurobi_gurobi_incumbent:23@0.891s|gurobi_gurobi_incumbent:23@0.900s|gurobi_gurobi_incumbent:23@0.901s|gurobi_gurobi_incumbent:22@0.902s|gurobi_gurobi_incumbent:22@0.905s|gurobi_gurobi_incumbent:22@0.908s|gurobi_gurobi_incumbent:22@2.283s|gurobi_gurobi_incumbent:22@2.423s|gurobi_gurobi_incumbent:22@7.035s|gurobi_gurobi_incumbent:22@7.036s|gurobi_gurobi_incumbent:22@7.695s|gurobi_gurobi_incumbent:22@7.826s|gurobi_gurobi_incumbent:22@8.377s|gurobi_gurobi_incumbent:21@9.106s|gurobi_gurobi_incumbent:21@9.107s|gurobi_gurobi_incumbent:21@12.732s|gurobi_gurobi_incumbent:21@12.956s|gurobi_gurobi_incumbent:21@13.199s|gurobi_gurobi_incumbent:21@13.667s|gurobi_gurobi_incumbent:21@17.327s
