family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.4286081790924072,0.002710580825805664,1,13.69852093467432,30.321014642715454,11.635787441333978,0.42860865592956543,14.476447815482436,hybrid,hybrid:14@0.429s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.1273620128631592,0.00987386703491211,1,20.672313766661976,30.11462950706482,26.49154730110522,1.1273632049560547,19.625533424822834,hybrid,hybrid:20@1.127s
