family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.46329259872436523,0.0027174949645996094,1,13.69852093467432,30.583397388458252,11.635787441333978,0.46329307556152344,14.476447815482436,hybrid,hybrid:14@0.463s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.160412311553955,0.00974583625793457,1,20.672313766661976,30.11496591567993,26.49154730110522,1.1604132652282715,19.625533424822834,hybrid,hybrid:20@1.160s
