anytime_method_0,anytime_method_1,anytime_method_10,anytime_method_11,anytime_method_12,anytime_method_13,anytime_method_2,anytime_method_3,anytime_method_4,anytime_method_5,anytime_method_6,anytime_method_7,anytime_method_8,anytime_method_9,anytime_obj_0,anytime_obj_1,anytime_obj_10,anytime_obj_11,anytime_obj_12,anytime_obj_13,anytime_obj_2,anytime_obj_3,anytime_obj_4,anytime_obj_5,anytime_obj_6,anytime_obj_7,anytime_obj_8,anytime_obj_9,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_10,anytime_t_11,anytime_t_12,anytime_t_13,anytime_t_2,anytime_t_3,anytime_t_4,anytime_t_5,anytime_t_6,anytime_t_7,anytime_t_8,anytime_t_9,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,491.0,342.0,213.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.019s|mip_gurobi_incumbent:372@0.446s|mip_gurobi_incumbent:364@0.449s|mip_gurobi_incumbent:282@0.700s|mip_gurobi_incumbent:251@0.701s|mip_gurobi_incumbent:229@0.702s|mip_gurobi_incumbent:215@0.704s|mip_gurobi_incumbent:214@0.705s|mip_gurobi_incumbent:213@0.732s|mip_gurobi_incumbent:212@0.875s|randomized_rounding:491@0.020s|local_improvement:342@0.023s|polish:213@2.104s,0.01922917366027832,0.4462296962738037,0.011712789535522461,0.01990328950341791,0.022514489537570626,2.1041957410634495,0.44889092445373535,0.6999797821044922,0.7011919021606445,0.7022690773010254,0.7037191390991211,0.7052769660949707,0.7318568229675293,0.8754932880401611,both,rail582,RAIL582,1,0.4716981132075472,213.0,5.13503430003766,0.0026112000341527164,1,55515,212.0,1.3019099235534668,582,213.0,2.081681251525879,427.046002956652,0.011712789535522461,0.0,491.0,0.008190499967895448,4221,0
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,506.0,342.0,213.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.020s|mip_gurobi_incumbent:372@0.504s|mip_gurobi_incumbent:364@0.506s|mip_gurobi_incumbent:282@0.762s|mip_gurobi_incumbent:251@0.763s|mip_gurobi_incumbent:229@0.764s|mip_gurobi_incumbent:215@0.766s|mip_gurobi_incumbent:214@0.767s|mip_gurobi_incumbent:213@0.799s|mip_gurobi_incumbent:212@0.947s|randomized_rounding:506@0.018s|local_improvement:342@0.021s|polish:213@1.979s,0.019626140594482422,0.5036649703979492,0.010831356048583984,0.018467456044163555,0.020984456059522927,1.9788995237322524,0.5062637329101562,0.7615485191345215,0.7628381252288818,0.7639455795288086,0.7655563354492188,0.7671499252319336,0.7987053394317627,0.9468660354614258,both,rail582,RAIL582,1,0.4716981132075472,213.0,3.872350900026504,0.002517000015359372,1,55515,212.0,1.1925451755523682,582,213.0,1.9579150676727295,427.046002956652,0.010831356048583984,0.0,506.0,0.0076360999955795705,4222,1
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,545.0,340.0,212.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.018s|mip_gurobi_incumbent:372@0.463s|mip_gurobi_incumbent:364@0.465s|mip_gurobi_incumbent:282@0.723s|mip_gurobi_incumbent:251@0.724s|mip_gurobi_incumbent:229@0.725s|mip_gurobi_incumbent:215@0.727s|mip_gurobi_incumbent:214@0.728s|mip_gurobi_incumbent:213@0.756s|mip_gurobi_incumbent:212@0.898s|randomized_rounding:545@0.020s|local_improvement:340@0.023s|polish:212@2.006s,0.017711162567138672,0.4626040458679199,0.011307954788208008,0.020367254794109613,0.023485654790420085,2.0063362063956447,0.4652135372161865,0.7228536605834961,0.7240824699401855,0.7251687049865723,0.7266635894775391,0.728187084197998,0.7555367946624756,0.898047685623169,both,rail582,RAIL582,1,0.0,212.0,3.831791200034786,0.0031183999963104725,1,55515,212.0,1.0942540168762207,582,212.0,1.9828505516052246,427.046002956652,0.011307954788208008,0.0,545.0,0.009059300005901605,4223,2
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,500.0,342.0,212.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.017s|mip_gurobi_incumbent:372@0.476s|mip_gurobi_incumbent:364@0.479s|mip_gurobi_incumbent:282@0.734s|mip_gurobi_incumbent:251@0.736s|mip_gurobi_incumbent:229@0.737s|mip_gurobi_incumbent:215@0.738s|mip_gurobi_incumbent:214@0.740s|mip_gurobi_incumbent:213@0.767s|mip_gurobi_incumbent:212@0.910s|randomized_rounding:500@0.020s|local_improvement:342@0.023s|polish:212@1.974s,0.01727008819580078,0.4757080078125,0.011652231216430664,0.020111131190788,0.02312643121695146,1.9735899646184407,0.47864389419555664,0.7343435287475586,0.7355039119720459,0.7365870475769043,0.738140344619751,0.7400705814361572,0.7667341232299805,0.9102127552032471,both,rail582,RAIL582,1,0.0,212.0,3.7138369999593124,0.003015300026163459,1,55515,212.0,1.1016271114349365,582,212.0,1.9504635334014893,427.046002956652,0.011652231216430664,0.0,500.0,0.008458899974357337,4224,3
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,511.0,345.0,213.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.017s|mip_gurobi_incumbent:372@0.456s|mip_gurobi_incumbent:364@0.459s|mip_gurobi_incumbent:282@0.712s|mip_gurobi_incumbent:251@0.713s|mip_gurobi_incumbent:229@0.714s|mip_gurobi_incumbent:215@0.716s|mip_gurobi_incumbent:214@0.717s|mip_gurobi_incumbent:213@0.744s|mip_gurobi_incumbent:212@0.889s|randomized_rounding:511@0.023s|local_improvement:345@0.025s|polish:213@2.001s,0.017130613327026367,0.4561164379119873,0.011905431747436523,0.022818631725385785,0.02545993175590411,2.0013381704338826,0.45937228202819824,0.7115254402160645,0.7127227783203125,0.7138631343841553,0.7155740261077881,0.7173008918762207,0.7437195777893066,0.8888025283813477,both,rail582,RAIL582,1,0.4716981132075472,213.0,3.7127740000141785,0.002641300030518323,1,55515,212.0,1.0773484706878662,582,213.0,1.9758782386779785,427.046002956652,0.011905431747436523,0.0,511.0,0.010913199977949262,4225,4
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,512.0,338.0,214.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.023s|mip_gurobi_incumbent:372@0.554s|mip_gurobi_incumbent:364@0.559s|mip_gurobi_incumbent:282@0.876s|mip_gurobi_incumbent:251@0.878s|mip_gurobi_incumbent:229@0.879s|mip_gurobi_incumbent:215@0.881s|mip_gurobi_incumbent:214@0.884s|mip_gurobi_incumbent:213@0.915s|mip_gurobi_incumbent:212@1.093s|randomized_rounding:512@0.022s|local_improvement:338@0.025s|polish:214@2.089s,0.022983789443969727,0.5540425777435303,0.013704061508178711,0.021803261537570506,0.024888361513148993,2.0886412511463277,0.5593571662902832,0.8763318061828613,0.8777382373809814,0.8790633678436279,0.8811306953430176,0.8837711811065674,0.9154660701751709,1.092681646347046,both,rail582,RAIL582,1,0.9433962264150944,214.0,4.203558600042015,0.003085099975578487,1,55515,212.0,1.3350484371185303,582,214.0,2.0637528896331787,427.046002956652,0.013704061508178711,0.0,512.0,0.008099200029391795,4226,5
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,509.0,322.0,212.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.021s|mip_gurobi_incumbent:372@0.516s|mip_gurobi_incumbent:364@0.519s|mip_gurobi_incumbent:282@0.794s|mip_gurobi_incumbent:251@0.796s|mip_gurobi_incumbent:229@0.797s|mip_gurobi_incumbent:215@0.799s|mip_gurobi_incumbent:214@0.800s|mip_gurobi_incumbent:213@0.829s|mip_gurobi_incumbent:212@0.983s|randomized_rounding:509@0.021s|local_improvement:322@0.030s|polish:212@2.031s,0.02081918716430664,0.5162568092346191,0.01233053207397461,0.02137133205542341,0.030219032079912722,2.031146480352618,0.5190496444702148,0.7944824695587158,0.7957448959350586,0.7969310283660889,0.7986516952514648,0.8003816604614258,0.8294365406036377,0.9826672077178955,both,rail582,RAIL582,1,0.0,212.0,3.9642672999762,0.008847700024489313,1,55515,212.0,1.1945569515228271,582,212.0,2.000927448272705,427.046002956652,0.01233053207397461,0.0,509.0,0.0090407999814488,4227,6
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,484.0,333.0,213.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.019s|mip_gurobi_incumbent:372@0.480s|mip_gurobi_incumbent:364@0.483s|mip_gurobi_incumbent:282@0.794s|mip_gurobi_incumbent:251@0.795s|mip_gurobi_incumbent:229@0.797s|mip_gurobi_incumbent:215@0.799s|mip_gurobi_incumbent:214@0.801s|mip_gurobi_incumbent:213@0.838s|mip_gurobi_incumbent:212@1.045s|randomized_rounding:484@0.035s|local_improvement:333@0.039s|polish:213@2.028s,0.018764972686767578,0.4801340103149414,0.01909923553466797,0.03529183549107984,0.03906473552342504,2.027996391407214,0.48322296142578125,0.7935504913330078,0.7951235771179199,0.7966368198394775,0.7987527847290039,0.8009250164031982,0.8382470607757568,1.0454740524291992,both,rail582,RAIL582,1,0.4716981132075472,213.0,4.150044900015928,0.0037729000323452055,1,55515,212.0,1.2524051666259766,582,213.0,1.988931655883789,427.046002956652,0.01909923553466797,0.0,484.0,0.01619259995641187,4228,7
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,main_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,363.0,332.0,212.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.023s|mip_gurobi_incumbent:372@0.547s|mip_gurobi_incumbent:364@0.550s|mip_gurobi_incumbent:282@0.826s|mip_gurobi_incumbent:251@0.828s|mip_gurobi_incumbent:229@0.829s|mip_gurobi_incumbent:215@0.831s|mip_gurobi_incumbent:214@0.833s|mip_gurobi_incumbent:213@0.862s|mip_gurobi_incumbent:212@1.016s|main_rounding:363@36.325s|local_improvement:332@36.327s|polish:212@38.287s,0.022502660751342773,0.5472948551177979,0.012940168380737305,36.32470846833894,36.326749468338676,38.28727450419683,0.5500984191894531,0.826446533203125,0.8277816772460938,0.82906174659729,0.8307926654815674,0.8325498104095459,0.8615810871124268,1.0164270401000977,both,rail582,RAIL582,1,0.0,212.0,40.23926549998578,0.0020409999997355044,1,55515,212.0,1.2342615127563477,582,212.0,1.9605250358581543,427.046002956652,0.012940168380737305,36.300948399992194,363.0,0.010819899966008961,4229,8
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,polish,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,530.0,339.0,213.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.019s|mip_gurobi_incumbent:372@0.516s|mip_gurobi_incumbent:364@0.518s|mip_gurobi_incumbent:282@0.793s|mip_gurobi_incumbent:251@0.795s|mip_gurobi_incumbent:229@0.796s|mip_gurobi_incumbent:215@0.797s|mip_gurobi_incumbent:214@0.799s|mip_gurobi_incumbent:213@0.828s|mip_gurobi_incumbent:212@0.981s|randomized_rounding:530@0.022s|local_improvement:339@0.026s|polish:213@1.926s,0.019327163696289062,0.5156636238098145,0.013366937637329102,0.02249533764552325,0.02568073768634349,1.926333384704776,0.5184469223022461,0.7933933734893799,0.7945940494537354,0.7957308292388916,0.7973511219024658,0.7989168167114258,0.8284580707550049,0.9807872772216797,both,rail582,RAIL582,1,0.4716981132075472,213.0,3.8502326000016183,0.003185400040820241,1,55515,212.0,1.191366195678711,582,213.0,1.9006526470184326,427.046002956652,0.013366937637329102,0.0,530.0,0.009128400008194149,4230,9
