anytime_method_0,anytime_method_1,anytime_method_10,anytime_method_11,anytime_method_12,anytime_method_2,anytime_method_3,anytime_method_4,anytime_method_5,anytime_method_6,anytime_method_7,anytime_method_8,anytime_method_9,anytime_obj_0,anytime_obj_1,anytime_obj_10,anytime_obj_11,anytime_obj_12,anytime_obj_2,anytime_obj_3,anytime_obj_4,anytime_obj_5,anytime_obj_6,anytime_obj_7,anytime_obj_8,anytime_obj_9,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_10,anytime_t_11,anytime_t_12,anytime_t_2,anytime_t_3,anytime_t_4,anytime_t_5,anytime_t_6,anytime_t_7,anytime_t_8,anytime_t_9,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,523.0,334.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.022s|mip_gurobi_incumbent:372@0.547s|mip_gurobi_incumbent:364@0.550s|mip_gurobi_incumbent:282@0.833s|mip_gurobi_incumbent:251@0.835s|mip_gurobi_incumbent:229@0.836s|mip_gurobi_incumbent:215@0.838s|mip_gurobi_incumbent:214@0.840s|mip_gurobi_incumbent:213@0.870s|mip_gurobi_incumbent:212@1.040s|randomized_rounding:523@0.036s|local_improvement:334@0.040s,0.02200937271118164,0.5470199584960938,0.01836872100830078,0.03585682105040178,0.04035262105753645,0.549964189529419,0.8333156108856201,0.8348221778869629,0.8362154960632324,0.8382418155670166,0.8401930332183838,0.8704652786254883,1.0397710800170898,both,rail582,RAIL582,1,57.54716981132076,334.0,3.3333019000128843,0.004495800007134676,1,55515,212.0,1.2785141468048096,582,334.0,0.9080548286437988,427.046002956652,0.01836872100830078,0.0,523.0,0.017488100042100996,411,0
