anytime_method_0,anytime_method_1,anytime_method_2,anytime_obj_0,anytime_obj_1,anytime_obj_2,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_2,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
relaxation,randomized_rounding,local_improvement,nan,509.0,336.0,randomized_rounding:509@0.027s|local_improvement:336@0.030s,0.013619422912597656,0.027254822955001146,0.03046182298567146,both,rail582,RAIL582,1,59.241706161137444,336.0,29.76680669997586,0.003207000030670315,1,55515,211.0,28.826205253601074,582,336.0,0.44782519340515137,427.046002956652,0.013619422912597656,0.0,509.0,0.01363540004240349,411,0
