anytime_method_0,anytime_method_1,anytime_method_2,anytime_obj_0,anytime_obj_1,anytime_obj_2,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_2,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
relaxation,randomized_rounding,local_improvement,nan,528.0,347.0,randomized_rounding:528@0.025s|local_improvement:347@0.033s,0.013155937194824219,0.02514943719143048,0.03296633716672659,both,rail582,RAIL582,1,64.45497630331754,347.0,29.89160540001467,0.00781689997529611,1,55515,211.0,28.936988592147827,582,347.0,0.44146108627319336,427.046002956652,0.013155937194824219,0.0,528.0,0.01199349999660626,411,0
