metric,value
n_rows,20
hyb_int_min,239.0
hyb_int_avg,301.9
mip_obj_min,212.0
mip_obj_avg,212.0
gap_pct_avg,42.405660377358494
hyb_total_avg_s,9.309914874998503
polish_time_avg_s,0.5104415059089661
mip_time_avg_s,1.4920912265777588
