family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.5006322860717773,0.003032684326171875,1,13.69852093467432,22.09279704093933,12.570883009701417
SYN,200,4000,1,0.002,0.1,,200,0.001,16.567671360389802,0.668344259262085,0.005410671234130859,1,15.776664756482438,20.110082149505615,16.04975985477744
SYN,200,4000,2,0.002,0.1,,200,0.001,15.5363052839091,0.8455789089202881,0.00522160530090332,1,14.792328663070073,20.07573652267456,17.104911497545654
SYN,200,4000,3,0.002,0.1,,200,0.001,16.573474680053142,0.708075761795044,0.005587100982666016,1,16.06754081440172,20.05609154701233,16.216819549898805
SYN,200,4000,4,0.002,0.1,,200,0.001,15.822401088816525,0.6595730781555176,0.004747867584228516,1,15.022802388076503,20.042717933654785,16.991625166159164
SYN,200,4000,5,0.002,0.1,,200,0.001,16.083851321991915,0.620558500289917,0.004776954650878906,1,15.485865249999792,20.05624222755432,14.297728327981224
SYN,200,4000,6,0.002,0.1,,200,0.001,14.360610486594286,0.6625082492828369,0.004959583282470703,1,13.765830754825886,20.079670906066895,17.566741493116396
SYN,200,4000,7,0.002,0.1,,200,0.001,14.488576619001963,0.7449684143066406,0.005391836166381836,1,14.507306838176772,20.05276322364807,17.74157672682212
SYN,200,4000,8,0.002,0.1,,200,0.001,15.405617425849208,0.7360610961914062,0.005284786224365234,1,14.995627644276112,20.044182777404785,16.03673429189495
SYN,200,4000,9,0.002,0.1,,200,0.001,15.616404682144648,0.6526646614074707,0.005190610885620117,1,15.341024427500551,20.06027603149414,14.491221688479058
SYN,200,4000,10,0.002,0.1,,200,0.001,16.248680584276435,0.7159068584442139,0.005537748336791992,1,15.632925695058535,20.052419900894165,15.820656304538783
SYN,200,4000,11,0.002,0.1,,200,0.001,14.51189228675443,0.6490390300750732,0.0050890445709228516,1,14.496908169692063,20.115338563919067,16.180983784035732
SYN,200,4000,12,0.002,0.1,,200,0.001,16.400197007669327,0.7607038021087646,0.00531315803527832,1,15.696073176407673,20.066258192062378,16.927159085945533
SYN,200,4000,13,0.002,0.1,,200,0.001,14.816700218513741,0.707042932510376,0.005122184753417969,1,13.921448443205442,20.067286729812622,14.514076863213454
SYN,200,4000,14,0.002,0.1,,200,0.001,15.251579723791878,0.8285703659057617,0.0048711299896240234,1,14.911559158713668,20.05126643180847,16.440870817706376
SYN,200,4000,15,0.002,0.1,,200,0.001,15.8769679451181,0.617534875869751,0.005362749099731445,1,15.26507470677859,20.05244731903076,15.022640914718439
SYN,200,4000,16,0.002,0.1,,200,0.001,15.838539485176332,0.6670231819152832,0.005542278289794922,1,15.660173900665125,20.050231218338013,16.062585801528208
SYN,200,4000,17,0.002,0.1,,200,0.001,14.609203988692137,0.7380473613739014,0.004942893981933594,1,13.879242566058364,20.060274600982666,12.288293171098422
SYN,200,4000,18,0.002,0.1,,200,0.001,15.012269990643453,0.6385822296142578,0.0048482418060302734,1,14.809770300509703,20.038259267807007,15.843953475289194
SYN,200,4000,19,0.002,0.1,,200,0.001,14.896965923287091,0.82021164894104,0.004889726638793945,1,14.366200149548039,20.084026336669922,16.021882114132925
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.2705645561218262,0.01057124137878418,1,20.672313766661976,20.103883504867554,26.49154730110522
SYN,300,6000,1,0.002,0.1,,200,0.001,17.685098879175822,1.1703174114227295,0.009267091751098633,1,18.46092257289707,20.082178592681885,27.03096697607428
SYN,300,6000,2,0.002,0.1,,200,0.001,19.37414919552871,1.270052194595337,0.009237051010131836,1,19.282155052349054,20.09226632118225,25.152168441569945
SYN,300,6000,3,0.002,0.1,,200,0.001,18.414534524562757,1.0888843536376953,0.009131669998168945,1,18.685621790166195,20.074829816818237,28.146256052835632
SYN,300,6000,4,0.002,0.1,,200,0.001,19.390834858204578,1.1385560035705566,0.008394479751586914,1,20.372019370718778,20.157151222229004,29.570825780449077
SYN,300,6000,5,0.002,0.1,,200,0.001,18.210673779513684,1.220874547958374,0.008666515350341797,1,20.42348709815876,20.07632613182068,31.41073408572806
SYN,300,6000,6,0.002,0.1,,200,0.001,17.550817402995044,1.2296161651611328,0.009651899337768555,1,18.54060223641359,20.085104942321777,27.920505440973375
SYN,300,6000,7,0.002,0.1,,200,0.001,18.132278661152462,1.1945557594299316,0.009167671203613281,1,19.11819901966227,20.08383274078369,24.77948054556403
SYN,300,6000,8,0.002,0.1,,200,0.001,18.589115289603143,1.1698222160339355,0.0109405517578125,1,19.15603102368341,20.105937242507935,27.064760152233237
SYN,300,6000,9,0.002,0.1,,200,0.001,19.660892337038923,1.2282605171203613,0.010278463363647461,1,20.490463309230723,20.10866403579712,28.866074434145943
SYN,300,6000,10,0.002,0.1,,200,0.001,17.550703190474678,1.174816608428955,0.00787663459777832,1,19.473239521664897,20.096991539001465,33.15057090850968
SYN,300,6000,11,0.002,0.1,,200,0.001,18.68462984770788,1.3815975189208984,0.008398771286010742,1,19.87692878330647,20.08983540534973,27.383414658562632
SYN,300,6000,12,0.002,0.1,,200,0.001,18.426047031746023,1.1280245780944824,0.009253740310668945,1,19.559680864236356,20.11064863204956,28.70830930180441
SYN,300,6000,13,0.002,0.1,,200,0.001,18.05870408621684,1.175736904144287,0.010180950164794922,1,20.13843787671245,20.08059072494507,30.635206191454266
SYN,300,6000,14,0.002,0.1,,200,0.001,19.030807787988465,1.175934076309204,0.009565591812133789,1,20.052767721394485,20.087796449661255,27.66725150850378
SYN,300,6000,15,0.002,0.1,,200,0.001,17.821115231950355,1.3089964389801025,0.008204460144042969,1,17.093848378256332,20.08132004737854,22.121997260839674
SYN,300,6000,16,0.002,0.1,,200,0.001,17.53644023686736,1.2531583309173584,0.008955955505371094,1,17.878344755103996,20.09148120880127,25.179153351172523
SYN,300,6000,17,0.002,0.1,,200,0.001,17.664733317282003,1.2651567459106445,0.009423494338989258,1,18.082013516026652,20.083824396133423,25.395579979877287
SYN,300,6000,18,0.002,0.1,,200,0.001,19.76299267476177,1.2206430435180664,0.009003400802612305,1,20.377563707040512,20.07873010635376,28.37699911242577
SYN,300,6000,19,0.002,0.1,,200,0.001,17.22232454030535,1.2474548816680908,0.0064661502838134766,1,17.73860901395091,20.12632393836975,27.833673928224766
