anytime_method_0,anytime_method_1,anytime_method_2,anytime_obj_0,anytime_obj_1,anytime_obj_2,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_2,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
relaxation,randomized_rounding,local_improvement,nan,513.0,337.0,randomized_rounding:513@0.025s|local_improvement:337@0.029s,0.013384103775024414,0.025069303752388805,0.028532303753308952,both,rail582,RAIL582,1,59.71563981042654,337.0,29.88573900004849,0.0034630000009201467,1,55515,211.0,28.947028160095215,582,337.0,0.43497586250305176,427.046002956652,0.013384103775024414,0.0,513.0,0.011685199977364391,411,0
