metric,value
n_rows,1
hyb_int_min,341.0
hyb_int_avg,341.0
mip_obj_min,212.0
mip_obj_avg,212.0
gap_pct_avg,60.84905660377358
hyb_total_avg_s,2.8637759999837726
polish_time_avg_s,0.43179821968078613
mip_time_avg_s,1.3799030780792236
