anytime_method_0,anytime_method_1,anytime_method_10,anytime_method_11,anytime_method_12,anytime_method_2,anytime_method_3,anytime_method_4,anytime_method_5,anytime_method_6,anytime_method_7,anytime_method_8,anytime_method_9,anytime_obj_0,anytime_obj_1,anytime_obj_10,anytime_obj_11,anytime_obj_12,anytime_obj_2,anytime_obj_3,anytime_obj_4,anytime_obj_5,anytime_obj_6,anytime_obj_7,anytime_obj_8,anytime_obj_9,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_10,anytime_t_11,anytime_t_12,anytime_t_2,anytime_t_3,anytime_t_4,anytime_t_5,anytime_t_6,anytime_t_7,anytime_t_8,anytime_t_9,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
mip_gurobi_incumbent,mip_gurobi_incumbent,relaxation,randomized_rounding,local_improvement,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,mip_gurobi_incumbent,398.0,372.0,nan,518.0,327.0,364.0,282.0,251.0,229.0,215.0,214.0,213.0,212.0,mip_gurobi_incumbent:398@0.021s|mip_gurobi_incumbent:372@0.534s|mip_gurobi_incumbent:364@0.538s|mip_gurobi_incumbent:282@0.817s|mip_gurobi_incumbent:251@0.818s|mip_gurobi_incumbent:229@0.819s|mip_gurobi_incumbent:215@0.821s|mip_gurobi_incumbent:214@0.823s|mip_gurobi_incumbent:213@0.852s|mip_gurobi_incumbent:212@1.016s|randomized_rounding:518@0.024s|local_improvement:327@0.028s,0.021372318267822266,0.5343966484069824,0.012899398803710938,0.02365989878308028,0.027760098746512085,0.5375056266784668,0.8166244029998779,0.8178908824920654,0.8190743923187256,0.8209493160247803,0.822770357131958,0.8519339561462402,1.0157866477966309,both,rail582,RAIL582,1,54.24528301886792,327.0,3.064627100015059,0.004100199963431805,1,55515,212.0,1.2370927333831787,582,327.0,1.0539054870605469,427.046002956652,0.012899398803710938,0.0,518.0,0.010760499979369342,411,0
