metric,value
n_rows,20
hyb_int_min,233.0
hyb_int_avg,294.75
mip_obj_min,211.0
mip_obj_avg,211.15
gap_pct_avg,39.58787892336582
hyb_total_avg_s,30.099180525002886
polish_time_avg_s,0.5408192992210388
mip_time_avg_s,28.837204229831695
