family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct
SYN,200,4000,0,0.002,0.1,,200,0.001,15.271758886797006,0.6749346256256104,0.0042781829833984375,1,14.93979818521886,30.60221290588379,16.374599378730657
SYN,200,4000,1,0.002,0.1,,200,0.001,15.44483979882467,0.6512553691864014,0.005379915237426758,1,14.542825415982126,30.096559762954712,12.273749788776222
SYN,200,4000,2,0.002,0.1,,200,0.001,15.369310024051213,0.8441033363342285,0.005891323089599609,1,15.00855925149464,30.071109294891357,15.85376562950077
SYN,200,4000,3,0.002,0.1,,200,0.001,16.28132995889029,0.815873384475708,0.004771709442138672,1,15.085137627749639,30.110556840896606,11.20551771060874
SYN,200,4000,4,0.002,0.1,,200,0.001,15.16605002191498,0.6479828357696533,0.005074024200439453,1,14.553369750859495,30.055144786834717,12.976962403609132
SYN,300,6000,0,0.002,0.1,,200,0.001,19.12580588573462,1.2050483226776123,0.012313604354858398,1,20.583297536200135,30.101829051971436,30.299531642873355
SYN,300,6000,1,0.002,0.1,,200,0.001,19.543734027936384,1.2575232982635498,0.00897836685180664,1,20.071973566116167,30.10611319541931,27.645838012502864
SYN,300,6000,2,0.002,0.1,,200,0.001,18.54876207431535,1.4204809665679932,0.009606122970581055,1,19.876983431317438,30.132465839385986,29.166488636723358
SYN,300,6000,3,0.002,0.1,,200,0.001,18.308031486804218,1.3286020755767822,0.00913548469543457,1,19.01561997637171,30.075782299041748,27.064764646901068
SYN,300,6000,4,0.002,0.1,,200,0.001,18.57607605174624,3.088073492050171,0.013155460357666016,1,19.00235897864539,30.25600814819336,26.478516918279894
