metric,value
n_rows,5
hyb_int_min,213.0
hyb_int_avg,312.8
mip_obj_min,212.0
mip_obj_avg,212.0
gap_pct_avg,47.54716981132076
hyb_total_avg_s,21.146036879997702
polish_time_avg_s,1.0266177177429199
mip_time_avg_s,18.889222812652587
