metric,value
n_rows,1
hyb_int_min,334.0
hyb_int_avg,334.0
mip_obj_min,212.0
mip_obj_avg,212.0
gap_pct_avg,57.54716981132076
hyb_total_avg_s,29.30915119999554
polish_time_avg_s,0.6938309669494629
mip_time_avg_s,27.072799682617188
