anytime_method_0,anytime_method_1,anytime_method_2,anytime_method_3,anytime_obj_0,anytime_obj_1,anytime_obj_2,anytime_obj_3,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_2,anytime_t_3,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
relaxation,randomized_rounding,local_improvement,polish,nan,510.0,337.0,213.0,randomized_rounding:510@0.032s|local_improvement:337@0.036s|polish:213@1.095s,0.020559072494506836,0.03215787249428104,0.03580167249310762,1.0945732827531174,both,rail582,RAIL582,1,0.9478672985781991,213.0,21.178649899999073,0.00364379999882658,1,55515,211.0,19.583335638046265,582,213.0,1.0587716102600098,427.046002956652,0.020559072494506836,0.0,510.0,0.0115987999997742,421,10
relaxation,randomized_rounding,local_improvement,polish,nan,515.0,333.0,229.0,randomized_rounding:515@0.069s|local_improvement:333@0.077s|polish:229@1.070s,0.042275190353393555,0.069255090353181,0.07680399035416485,1.0699327669044578,both,rail582,RAIL582,1,8.530805687203792,229.0,20.88655269999981,0.007548900000983849,1,55515,211.0,19.29451084136963,582,229.0,0.993128776550293,427.046002956652,0.042275190353393555,0.0,515.0,0.02697989999978745,422,11
relaxation,main_rounding,local_improvement,polish,nan,363.0,332.0,213.0,main_rounding:363@39.060s|local_improvement:332@39.063s|polish:213@40.045s,0.014660120010375977,39.05986752001081,39.062735120010984,40.044843951416624,both,rail582,RAIL582,1,0.9478672985781991,213.0,59.85644859999957,0.002867600000172388,1,55515,211.0,19.258189916610718,582,213.0,0.9821088314056396,427.046002956652,0.014660120010375977,39.03273239999908,363.0,0.012475000001359149,423,12
relaxation,randomized_rounding,local_improvement,polish,nan,512.0,346.0,213.0,randomized_rounding:512@0.026s|local_improvement:346@0.029s|polish:213@1.024s,0.013659954071044922,0.026107354071427835,0.02933165407193883,1.0237962899209379,both,rail582,RAIL582,1,0.9478672985781991,213.0,21.057639000000563,0.0032243000005109934,1,55515,211.0,19.583703756332397,582,213.0,0.994464635848999,427.046002956652,0.013659954071044922,0.0,512.0,0.012447400000382913,424,13
relaxation,main_rounding,local_improvement,polish,nan,363.0,332.0,213.0,main_rounding:363@38.628s|local_improvement:332@38.631s|polish:213@39.622s,0.01418924331665039,38.62840364331714,38.63061154331626,39.62213099445762,both,rail582,RAIL582,1,0.9478672985781991,213.0,59.24338109999917,0.0022078999991208548,1,55515,211.0,19.198270082473755,582,213.0,0.9915194511413574,427.046002956652,0.01418924331665039,38.603208200000154,363.0,0.01100620000033814,425,14
relaxation,main_rounding,local_improvement,polish,nan,363.0,332.0,213.0,main_rounding:363@39.563s|local_improvement:332@39.566s|polish:213@40.572s,0.015385150909423828,39.563247150910684,39.56619815091108,40.57152656773542,both,rail582,RAIL582,1,0.9478672985781991,213.0,60.942498800000976,0.002951000000393833,1,55515,211.0,19.907456159591675,582,213.0,1.0053284168243408,427.046002956652,0.015385150909423828,39.53548200000114,363.0,0.012380000000121072,426,15
relaxation,main_rounding,local_improvement,polish,nan,363.0,332.0,213.0,main_rounding:363@40.355s|local_improvement:332@40.358s|polish:213@41.363s,0.014741182327270508,40.355349982328335,40.35808698232904,41.36345378454462,both,rail582,RAIL582,1,0.9478672985781991,213.0,60.975517099999706,0.0027370000007067574,1,55515,211.0,19.164105653762817,582,213.0,1.0053668022155762,427.046002956652,0.014741182327270508,40.32783610000115,363.0,0.012772699999914039,427,16
relaxation,randomized_rounding,local_improvement,polish,nan,535.0,333.0,213.0,randomized_rounding:535@0.030s|local_improvement:333@0.042s|polish:213@1.062s,0.01559305191040039,0.030115551910057548,0.04203495190995454,1.0621643941249204,both,rail582,RAIL582,1,0.9478672985781991,213.0,20.615286300000662,0.011919399999896996,1,55515,211.0,19.090696334838867,582,213.0,1.0201294422149658,427.046002956652,0.01559305191040039,0.0,535.0,0.014522499999657157,428,17
relaxation,randomized_rounding,local_improvement,polish,nan,528.0,349.0,213.0,randomized_rounding:528@0.024s|local_improvement:349@0.027s|polish:213@0.926s,0.014158010482788086,0.02378681048321596,0.02712981048352958,0.9256347829414153,both,rail582,RAIL582,1,0.9478672985781991,213.0,21.016553600000407,0.003343000000313623,1,55515,211.0,19.671650409698486,582,213.0,0.8985049724578857,427.046002956652,0.014158010482788086,0.0,528.0,0.009628800000427873,429,18
relaxation,randomized_rounding,local_improvement,polish,nan,517.0,347.0,213.0,randomized_rounding:517@0.026s|local_improvement:347@0.030s|polish:213@1.051s,0.014470815658569336,0.026114215657798923,0.02963041565635649,1.0505421092293545,both,rail582,RAIL582,1,0.4716981132075472,213.0,19.796277699999337,0.0035161999985575676,1,55515,212.0,18.276818990707397,582,213.0,1.020911693572998,427.046002956652,0.014470815658569336,0.0,517.0,0.011643399999229587,430,19
