family,n,m,trial,density,tau,tau_schedule,iters,tol,hyb_int,hyb_time,relax_time,feasible,mip_obj,mip_time,gap_pct,anytime_t_0,anytime_obj_0,anytime_method_0,anytime_summary
SYN,200,4000,0,0.002,0.1,,200,0.001,14.476447815482436,0.41486096382141113,0.0025603771209716797,1,13.69852093467432,30.444392681121826,11.635787441333978,0.41486167907714844,14.476447815482436,hybrid,hybrid:14@0.415s
SYN,300,6000,0,0.002,0.1,,200,0.001,19.625533424822834,1.1163911819458008,0.010647296905517578,1,20.672313766661976,30.12754511833191,26.49154730110522,1.1163928508758545,19.625533424822834,hybrid,hybrid:20@1.116s
