anytime_method_0,anytime_method_1,anytime_method_2,anytime_obj_0,anytime_obj_1,anytime_obj_2,anytime_summary,anytime_t_0,anytime_t_1,anytime_t_2,controller,dataset,family,feasible,gap_pct,hyb_int,hyb_total,improve,k,m,mip_obj,mip_time,n,polish_obj,polish_time,relax_obj,relax_time,round_main,round_obj,round_rr,seed,trial
relaxation,randomized_rounding,local_improvement,nan,509.0,334.0,randomized_rounding:509@0.085s|local_improvement:334@0.100s,0.042817115783691406,0.08507451578043401,0.09975171578116715,both,rail582,RAIL582,1,57.54716981132076,334.0,29.30915119999554,0.014677200000733137,1,55515,212.0,27.072799682617188,582,334.0,0.6938309669494629,427.046002956652,0.042817115783691406,0.0,509.0,0.042257399996742606,411,0
