metric,value
n_rows,1
hyb_int_min,334.0
hyb_int_avg,334.0
mip_obj_min,212.0
mip_obj_avg,212.0
gap_pct_avg,57.54716981132076
hyb_total_avg_s,3.3333019000128843
polish_time_avg_s,0.9080548286437988
mip_time_avg_s,1.2785141468048096
